provenance,lane,path,status,shape,label_offset,reason
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_vocabulary_crosswalk,uiowa_rfq_18649_vocabulary_crosswalk/output/term_crosswalk.csv,DISCLOSED,RECORDS,33,carries 0 record identifier(s) and 54 populated row(s) with assessment vocabulary; disclosure at byte 33
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_vocabulary_crosswalk,uiowa_rfq_18649_vocabulary_crosswalk/output/vocabulary_report.json,DISCLOSED,CONFIGURATION,47,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/11-ais-context.md,UNDISCLOSED_PROVENANCE,PROSE_RESULT,,prose that states assessment results about the engagement's subjects; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/11-ais-service-responsibility.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 5 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-context.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 19 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/12-policy-reference-memo.md,UNDISCLOSED_PROVENANCE,PROSE_RESULT,,prose that states assessment results about the engagement's subjects; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/19-metric-comparability.csv,LABEL_BURIED,RECORDS,10580,"carries 0 record identifier(s) and 26 populated row(s) with assessment vocabulary; disclosure appears at byte 10580, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/19-reliability-peer-pack.md,DISCLOSED,CONFIGURATION,16115,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/41-sdlc-evidence-worksheet.csv,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/41-sdlc-workflow-evidence-map.md,DISCLOSED,PROSE_RESULT,151,prose that states assessment results about the engagement's subjects; disclosure at byte 151
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/41-synthetic-change-trace.csv,DISCLOSED,RECORDS,397,carries 1 record identifier(s) and 13 populated row(s) with assessment vocabulary; disclosure at byte 397
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/README.md,DISCLOSED,DOCUMENTATION,1048,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-adaptation-memo.md,DISCLOSED,CONFIGURATION,183,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-framework-crosswalk.csv,LABEL_BURIED,RECORDS,1531,"carries 0 record identifier(s) and 64 populated row(s) with assessment vocabulary; disclosure appears at byte 1531, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/framework_crosswalk/20-source-version-register.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 8 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/ACCEPTANCE_CHANGELOG.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT.md,DISCLOSED,CONFIGURATION,669,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/ACCEPTANCE_EXHIBIT_REDLINE.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/COMMERCIAL.md,LABEL_BURIED,PROSE_RESULT,1951,"prose that states assessment results about the engagement's subjects; disclosure appears at byte 1951, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/README.md,DISCLOSED,DOCUMENTATION,597,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/fixtures/synthetic_authority.json,DISCLOSED,RECORDS,25,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 25
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/fixtures/synthetic_packet.json,DISCLOSED,RECORDS,35,carries 3 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 35
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-evidence-confidence.md,DISCLOSED,PROSE_RESULT,38,prose that states assessment results about the engagement's subjects; disclosure at byte 38
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,DISCLOSED,RECORDS,361,carries 22 record identifier(s) and 7 populated row(s) with assessment vocabulary; disclosure at byte 361
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/peer_research/17-context-to-interview-matrix.md,DISCLOSED,CONFIGURATION,759,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/peer_research/17-ris-peer-pack.md,LABEL_BURIED,PROSE_RESULT,9855,"prose that states assessment results about the engagement's subjects; disclosure appears at byte 9855, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/peer_research/17-source-register.md,UNDISCLOSED_PROVENANCE,PROSE_RESULT,,prose that states assessment results about the engagement's subjects; the file states nowhere whether its contents are synthetic or real
